project,report_ID,task_ID,"task_state (rejected, pending, completed)","expired (Yes or No)",user,task_create_date,report_start_date,report_save_date,report_update_date,last_user,report_sent_date,task_limit_date,task_update_date,task_latitude,task_longitude,lat,long,task_description,task_observation,"SENDERO     FECHA","COD SENDERO",Fecha,Observaciones,"Obra puntual 1","Tipo Obra",GEOLOCALIZACIÓN,"Ancho (m)","Alto (m)","Largo (m)",Observaciones,Foto,"Obra puntual 2","Tipo Obra",GEOLOCALIZACIÓN,"Ancho (m)","Alto (m)","Largo (m)",Observaciones,Foto,"Obra puntual 3","Tipo Obra",GEOLOCALIZACIÓN,"Ancho (m)","Alto (m)","Largo (m)",Observaciones,Foto,"Obra puntual 4","Tipo Obra",GEOLOCALIZACIÓN,"Ancho (m)","Alto (m)","Largo (m)",Observaciones,Foto,"Obra puntual 5","Tipo Obra",GEOLOCALIZACIÓN,"Ancho (m)","Alto (m)","Largo (m)",Observaciones,Foto,"Obra puntual 6","Tipo Obra",GEOLOCALIZACIÓN,"Ancho (m)","Alto (m)","Largo (m)",Observaciones,Foto,"Obra puntual 7","Tipo Obra",GEOLOCALIZACIÓN,"Ancho (m)","Alto (m)","Largo (m)",Observaciones,Foto,"Obra puntual 8","Tipo Obra",GEOLOCALIZACIÓN,"Ancho (m)","Alto (m)","Largo (m)",Observaciones,Foto,"Obra puntual 9","Tipo Obra",GEOLOCALIZACIÓN,"Ancho (m)","Alto (m)","Largo (m)",Observaciones,Foto,"Obra puntual 10","Tipo Obra",GEOLOCALIZACIÓN,"Ancho (m)","Alto (m)","Largo (m)",Observaciones,Foto
"0 INSPECCIÓN",KDQ6T,,,Yes,chernandez,,"2018-03-26 14:23:46","2018-03-26 14:27:57","2018-03-26 14:22:46",,"2018-03-26 14:22:46",,,,,28.110852,-15.4163681,,,"SENDERO     FECHA","S 01 CRUZ DE TEJEDA - PINOS DE GALDAR - GALDAR",26-3-2018,,"Obra puntual 1",Empedrado,"28.1106789,-15.416788",1,,2,,https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/54_26-03-2018_14-27-57_1519208595333.png,"Obra puntual 2",Canalización,"28.1106888,-15.4166656",2,,3,,https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/54_26-03-2018_14-27-57_1522066550708.png,"Obra puntual 3","Inicio Obra Lineal","28.1106758,-15.4166864",,,,,https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/54_26-03-2018_14-27-57_1522066553118.png,"Obra puntual 4",Canalización,"28.1106879,-15.4166252",2,,2,arqueta,https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/54_26-03-2018_14-27-57_1522066555751.png,"Obra puntual 5","Fin Obra Lineal","28.1108232,-15.416386","1,2",,,fedbroce,https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/54_26-03-2018_14-27-57_1522066558416.png,"Obra puntual 6",,,,,,,,"Obra puntual 7",,,,,,,,"Obra puntual 8",,,,,,,,"Obra puntual 9",,,,,,,,"Obra puntual 10",,,,,,,
